,host_listings_count,host_total_listings_count,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,reviews_per_month,latitude,longitude
5637,1,1,2,1,1,57.86,2,1125,2,2,1125,1125,2,1125,16,44,63,338,39,39,4,99,10,10,10,10,10,10,1,1,0,3.49,55.94858,-3.19274
7,2,2,2,1,1,57,2,1125,2,2,1125,1125,2,1125,0,0,0,0,461,47,8,98,0,0,0,0,0,0,1,1,0,4.07,55.96252,-3.17595
197,3,3,4,1,2,57,2,31,2,2,1125,1125,2,1125,26,56,86,266,403,20,0,92,10,10,10,10,10,9,3,3,0,4.35,55.96163,-3.1771
296,4,4,5,3,3,57,3,28,3,3,28,28,3,28,24,33,34,257,245,24,1,94,9,9,9,9,9,9,2,2,0,2.84,55.95376,-3.16201
311,2,2,4,1,1,57,3,30,1,4,1125,1125,3,1125,8,13,36,255,324,52,7,95,10,10,10,10,10,10,1,1,0,3.88,55.94856,-3.1879
351,7,7,2,1,1,57,1,1125,1,1,1125,1125,1,1125,1,1,1,1,50,0,0,95,10,10,10,10,10,9,3,1,2,0.6,55.93341,-3.16951
476,3,3,4,1,2,57,2,31,2,4,1125,1125,2.1,1125,0,0,0,0,315,18,0,91,10,10,10,10,9,9,3,3,0,4.16,55.96144,-3.17332
827,1,1,2,1,1,57,3,14,3,4,14,14,3,14,19,44,71,346,128,17,2,99,10,10,10,10,10,10,1,1,0,2.4,55.96615,-3.17256
1088,1,1,4,2,2,57,3,1120,3,5,1125,1125,3.1,1125,0,0,0,0,114,26,1,92,10,9,10,10,10,9,1,1,0,1.87,55.95416,-3.20688
1430,1,1,3,1,3,57,3,1125,3,3,1125,1125,3,1125,0,1,21,181,231,37,3,98,10,10,10,10,10,10,1,1,0,4.3,55.94214,-3.18253
2336,2,2,6,2,3,57,1,1120,1,3,1125,1125,1.1,1125,2,8,8,88,194,26,3,96,10,10,10,10,10,9,2,2,0,4.87,55.95473,-3.16735
2609,1,1,2,1,1,57,2,1125,2,2,1125,1125,2,1125,22,52,68,68,134,18,2,97,10,10,10,10,10,10,1,1,0,3.39,55.94093,-3.20389
2654,2,2,2,1,1,57,2,1125,2,3,1125,1125,2.4,1125,30,60,90,180,69,13,0,97,10,10,10,10,10,10,2,2,0,1.76,55.95796,-3.21639
3196,1,1,2,1,1,57,2,365,2,2,1125,1125,2,1125,0,0,0,0,100,20,1,99,10,10,10,10,10,10,1,1,0,3.52,55.95932,-3.18202
3246,6,6,4,1,2,57,1,1125,1,1,1125,1125,1,1125,27,30,30,30,177,58,1,94,10,10,10,10,10,10,5,5,0,5.71,55.96762,-3.18731
3286,201,201,4,2,2,57,2,90,2,14,999,999,5,999,1,31,61,264,34,6,0,91,10,9,10,10,10,9,113,105,8,1.14,55.95935,-3.21532
3510,1,1,6,2,3,57,2,62,2,2,1125,1125,2,1125,23,50,63,334,138,30,1,99,10,9,10,10,10,10,1,1,0,4.82,55.95902,-3.21519
3543,1,1,2,1,1,57,1,1125,1,1,1125,1125,1,1125,23,39,63,153,218,62,4,94,10,10,10,10,10,9,1,1,0,7.65,55.94508,-3.18044
3974,2,2,6,2,3,57,1,28,1,3,28,28,2.8,28,0,0,0,0,16,7,1,96,10,10,10,10,10,10,2,2,0,0.71,55.95073,-3.1825
4397,1,1,2,1,1,57,30,400,30,30,1125,1125,30,1125,1,1,1,1,2,1,0,100,10,10,10,10,10,10,1,1,0,0.16,55.90333,-3.28903
5202,0,0,2,1,1,57,2,1125,2,2,1125,1125,2,1125,29,59,89,189,11,6,1,100,10,10,10,10,10,10,1,1,0,0.77,55.96069,-3.16984
5631,1,1,4,1,2,57,2,1125,2,2,1125,1125,2,1125,30,60,83,350,24,23,2,93,10,10,10,10,10,10,1,1,0,1.94,55.94106,-3.18215
5979,1,1,2,1,1,57,2,14,2,2,14,14,2,14,0,0,0,0,14,14,3,100,10,10,10,10,10,10,1,1,0,2.11,55.9519,-3.11506
1847,1,1,2,1,2,56.86,2,1125,2,2,1125,1125,2,1125,8,8,8,28,111,19,0,98,10,10,10,10,10,10,1,1,0,2.22,55.9541,-3.15386
2227,1,1,2,1,2,56.43,2,1125,2,2,1125,1125,2,1125,16,44,71,301,157,27,0,92,9,9,9,9,10,9,1,1,0,3.83,55.97841,-3.17471
92,15,15,2,1,1,56,1,1125,1,1,1125,1125,1,1125,30,60,90,365,9,0,0,85,9,8,10,9,8,9,6,2,4,0.09,55.96035,-3.17003
459,1,1,3,1,1,56,3,90,3,3,90,90,3,90,0,6,33,123,59,3,2,96,10,9,10,10,10,10,1,1,0,0.78,55.94781,-3.18006
885,0,0,2,1,1,56,2,60,2,2,60,60,2,60,29,59,89,89,95,0,0,100,10,10,10,10,10,10,1,0,1,1.58,55.96179,-3.20914
897,1,1,2,1,1,56,2,90,2,2,1125,1125,2,1125,27,57,87,362,71,2,0,94,10,9,10,10,9,9,1,0,1,1.12,55.96001,-3.17458
1118,2,2,6,2,3,56,3,40,2,3,1125,1125,3,1125,2,2,2,2,358,51,3,98,10,10,10,10,10,10,1,1,0,5.87,55.97279,-3.17257
1174,2,2,4,1,1,56,2,365,2,2,365,365,2,365,0,0,0,0,295,37,3,98,10,10,10,10,10,10,2,2,0,5.62,55.94652,-3.19766
1208,17,17,4,1,1,56,2,1125,2,2,1125,1125,2,1125,0,0,0,0,299,22,1,95,10,10,10,9,10,9,13,13,0,4.99,55.95085,-3.18604
1321,1,1,4,1,2,56,2,1124,2,14,999,999,6.2,999,25,45,75,295,181,6,1,91,10,10,10,10,10,9,1,1,0,3.24,55.94605,-3.19899
1514,1,1,2,1,1,56,1,14,1,1,14,14,1,14,29,59,89,269,63,2,0,98,10,10,10,10,9,10,1,0,1,1.24,55.96138,-3.24404
1623,1,1,2,1,1,56,3,1125,3,3,1125,1125,3,1125,28,58,88,178,21,1,0,98,10,10,10,10,10,10,1,0,1,0.45,55.93945,-3.19216
1653,11,11,3,1,2,56,5,100,3,28,100,100,10.4,100,5,35,65,103,182,24,4,98,10,10,10,10,10,10,10,10,0,3.5,55.96104,-3.17556
1800,17,17,4,1,1,56,2,1125,2,2,1125,1125,2,1125,0,0,0,0,224,28,0,97,10,10,10,9,10,10,13,13,0,4.4,55.95047,-3.18646
1820,5,5,4,2,2,56,2,1125,2,2,1125,1125,2,1125,30,60,90,90,26,0,0,98,10,10,10,10,10,10,4,1,3,0.51,55.95412,-3.15773
1921,2,2,2,1,2,56,1,1125,1,1,1125,1125,1,1125,30,60,90,365,7,1,0,100,10,10,10,10,9,10,2,0,2,0.17,55.97314,-3.23845
1928,1,1,2,0,1,56,2,365,2,2,1125,1125,2,1125,0,0,0,0,104,9,2,93,9,9,9,10,10,9,1,1,0,2.17,55.95829,-3.20452
2092,1,1,2,1,1,56,2,28,2,4,1125,1125,2,1125,21,51,81,81,232,45,3,98,10,10,10,10,10,10,1,1,0,5.21,55.96365,-3.19172
2235,2,2,6,3,3,56,2,365,2,2,1125,1125,2,1125,0,0,0,53,127,8,0,94,10,10,10,10,10,10,2,2,0,3.04,55.95858,-3.18388
2468,1,1,2,1,3,56,2,30,2,2,1125,1125,2,1125,2,19,45,45,136,24,0,97,10,9,10,10,10,10,1,1,0,3.43,55.97761,-3.17101
2872,1,1,2,1,1,56,1,1125,1,1,1125,1125,1,1125,0,0,0,109,137,10,1,99,10,10,10,10,10,10,1,1,0,4.87,55.92429,-3.37401
2891,13,13,4,1,2,56,2,1124,2,3,1124,1124,2,1124,2,28,58,297,132,21,0,99,10,10,10,10,10,10,12,12,0,3.75,55.9428,-3.21705
2938,2,2,2,1,1,56,1,1125,1,1,1125,1125,1,1125,29,59,89,364,5,0,0,85,9,9,10,10,8,7,2,0,2,0.15,55.92,-3.27928
3157,1,1,5,2,3,56,2,1125,2,2,1125,1125,2,1125,24,53,53,53,5,4,0,100,10,10,10,10,10,9,2,2,0,0.31,55.97933,-3.16663
3214,2,2,4,1,2,56,2,27,2,2,27,27,2,27,0,0,0,58,79,1,0,98,10,10,10,10,9,10,2,2,0,2.6,55.96606,-3.18647
3244,3,3,2,1,1,56,2,1125,2,2,1125,1125,2,1125,29,59,89,89,63,2,0,97,10,10,10,10,10,9,3,0,3,2.09,55.93889,-3.19535
3245,3,3,3,1,2,56,2,100,2,2,100,100,2,100,29,59,89,89,56,2,0,98,10,10,10,10,10,10,3,0,3,1.85,55.93849,-3.19583
3300,1,1,4,1,2,56,2,7,2,3,1125,1125,2.1,1125,22,48,48,245,117,23,2,100,10,10,10,10,10,10,1,1,0,3.89,55.96693,-3.17788
3404,201,201,2,1,1,56,2,1124,2,14,999,999,6.2,999,19,43,73,82,46,9,3,89,9,9,9,9,10,9,113,105,8,1.55,55.95009,-3.18393
3434,1,1,4,1,2,56,2,30,2,2,1125,1125,2,1125,25,45,72,162,181,42,1,97,10,9,10,10,10,9,1,1,0,6.17,55.94986,-3.1784
3662,1,1,4,2,2,56,1,28,1,1,28,28,1,28,0,0,4,4,74,1,0,99,10,10,10,10,10,10,1,1,0,2.75,55.97296,-3.17392
4123,1,1,4,2,2,56,2,1125,2,4,1125,1125,2,1125,0,0,0,0,51,14,0,99,10,10,10,10,10,10,1,1,0,2.19,55.947,-3.21895
4130,201,201,2,1,1,56,2,1125,2,14,999,999,6.2,999,18,45,75,294,36,13,2,89,9,9,9,9,10,9,113,105,8,1.56,55.95038,-3.18264
4399,23,23,4,1,1,56,1,1125,1,4,4,1125,3.4,46.7,30,60,86,86,24,7,1,94,10,9,10,10,10,9,21,21,0,1.17,55.96196,-3.17418
4461,2,2,3,0,2,56,2,45,2,2,1125,1125,2,1125,0,0,0,0,110,55,6,99,10,10,10,10,10,10,3,3,0,5.56,55.9589,-3.20718
4766,1,1,4,1,1,56,2,1125,2,2,1125,1125,2,1125,0,0,0,0,61,40,1,97,10,10,10,10,10,10,1,1,0,3.45,55.93956,-3.29462
5153,2,2,2,1,1,56,3,1125,3,3,1125,1125,3,1125,0,0,0,0,9,9,2,100,10,10,10,10,10,10,2,2,0,0.75,55.93477,-3.22918
5180,3,3,5,2,3,56,2,1125,2,2,1125,1125,2,1125,24,33,33,33,11,11,3,100,10,10,10,10,10,10,3,3,0,1.29,55.95622,-3.16679
5336,1,1,2,1,1,56,2,1125,2,2,1125,1125,2,1125,0,22,52,52,5,0,0,90,9,10,10,10,10,9,1,1,0,0.35,55.96551,-3.19699
5341,11,11,2,1,1,56,1,365,1,3,1125,1125,1.3,1125,26,53,83,286,47,37,3,93,10,9,10,10,10,9,11,11,0,3.32,55.951,-3.20053
5353,1,1,5,3,4,56,2,60,2,2,60,60,2,60,0,0,0,0,17,7,0,92,9,9,9,8,9,9,1,1,0,1.26,55.96434,-3.17993
5943,0,0,3,1,2,56,2,1125,2,2,1125,1125,2,1125,2,24,51,252,15,15,3,99,10,9,10,10,9,10,1,1,0,1.75,55.96436,-3.193
5983,9,9,2,1,2,56,1,1125,1,5,15,1125,1.2,900.4,30,60,60,64,1,1,0,100,10,10,10,10,10,10,10,0,10,0.57,55.96086,-3.20044
5987,9,9,2,1,2,56,1,1125,1,5,15,1125,1.2,900.4,30,60,60,64,4,4,1,100,10,10,9,10,10,10,10,0,10,2.26,55.96086,-3.20044
5993,0,0,4,2,2,56,1,1125,1,1,1125,1125,1,1125,0,0,19,109,0,0,0,0,0,0,0,0,0,0,3,1,2,0,55.97341,-3.23429
6071,1,1,5,2,4,56,3,3,3,3,1125,1125,3,1125,30,60,90,180,0,0,0,0,0,0,0,0,0,0,1,1,0,0,55.97998,-3.18486
6255,0,0,4,2,3,56,1,1125,1,1,1125,1125,1,1125,0,21,51,318,3,3,0,100,10,9,10,10,10,9,1,1,0,1.08,55.96554,-3.16972
6551,0,0,3,1,2,56,1,365,1,1,365,365,1,365,29,55,79,325,0,0,0,0,0,0,0,0,0,0,5,0,5,0,55.93739,-3.17776
6470,201,201,2,1,1,55.71,1,1125,1,4,7,999,1.6,392.4,21,50,72,199,0,0,0,0,0,0,0,0,0,0,113,105,8,0,55.94706,-3.21905
8,1,1,2,1,1,55,1,31,1,1,31,31,1,31,29,57,73,339,480,14,0,98,10,10,10,10,10,10,1,0,1,4.18,55.94571,-3.2189
82,13,13,2,1,1,55,4,125,4,4,125,125,4,125,30,60,84,284,192,9,0,97,10,10,10,10,10,10,9,9,0,1.88,55.95296,-3.20537
108,1,1,4,2,3,55,3,60,3,3,60,60,3,60,0,0,0,0,353,17,0,99,10,10,10,10,10,10,1,1,0,3.53,55.93953,-3.22317
176,3,3,3,1,2,55,1,365,1,1,365,365,1,365,0,0,19,294,45,0,0,97,10,10,10,10,10,10,3,1,2,0.5,55.94025,-3.20347
202,2,2,1,1,1,55,2,365,2,2,1125,1125,2,1125,29,59,89,179,108,2,0,97,10,10,10,10,10,9,2,0,2,1.17,55.94177,-3.17983
260,1,1,2,1,1,55,7,21,7,7,21,21,7,21,23,53,83,358,36,0,0,91,10,9,10,10,9,9,1,1,0,0.41,55.95606,-3.4065
314,2,2,2,1,1,55,1,1125,1,1,1125,1125,1,1125,1,1,1,1,237,4,0,99,10,10,10,10,10,10,1,0,1,2.79,55.95756,-3.19434
413,2,2,3,1,2,55,2,1125,2,2,1125,1125,2,1125,0,13,38,308,163,2,0,94,10,9,10,10,10,10,2,0,2,2.14,55.94894,-3.22016
419,1,1,2,1,1,55,2,5,2,2,5,5,2,5,1,1,2,82,357,4,0,96,10,10,10,10,10,10,1,0,1,4.7,55.96096,-3.19478
451,1,1,2,1,0,55,2,7,2,2,7,7,2,7,30,60,88,268,49,6,0,96,10,9,10,10,10,9,1,0,1,1.77,55.95723,-3.17838
544,2,2,2,1,1,55,1,7,1,1,7,7,1,7,0,1,31,306,17,0,0,100,10,10,10,10,10,10,1,0,1,0.23,55.97274,-3.19665
632,17,17,6,2,2,55,2,1125,2,2,1125,1125,2,1125,8,28,58,68,376,28,2,93,10,10,10,10,10,9,13,13,0,5.21,55.94935,-3.18757
636,4,4,2,0,1,55,3,90,2,4,1125,1125,3,1125,11,26,49,139,460,50,5,95,10,9,10,10,10,10,2,2,0,6.52,55.94762,-3.1993
662,1,1,5,1,3,55,3,60,3,3,1125,1125,3,1125,9,23,33,207,214,23,2,99,10,10,10,10,10,10,1,1,0,3.03,55.94997,-3.18332
699,3,3,2,1,1,55,28,1125,28,28,1125,1125,28,1125,1,2,2,174,339,17,1,97,10,10,10,10,10,10,3,3,0,4.95,55.94463,-3.21058
701,10,10,6,2,2,55,2,1125,2,2,1125,1125,2,1125,6,14,44,302,564,58,8,97,10,10,10,10,10,10,7,7,0,8.2,55.947,-3.21057
719,1,1,3,1,2,55,3,90,3,3,90,90,3,90,1,24,32,81,230,14,1,96,10,10,10,10,10,9,1,1,0,3.45,55.94735,-3.19945
741,2,2,1,1,1,55,6,30,6,6,30,30,6,30,23,53,83,358,1,0,0,100,10,10,10,10,10,10,2,1,1,0.03,55.95394,-3.11426
783,2,2,2,1,1,55,2,1125,2,2,1125,1125,2,1125,30,60,90,365,118,7,0,96,10,9,10,10,10,10,2,0,2,1.84,55.949,-3.21904
788,2,2,2,1,1,55,2,5,2,2,5,5,2,5,20,30,30,198,9,0,0,96,10,10,10,10,10,10,2,0,2,0.17,55.94157,-3.25139
807,3,3,2,1,1,55,28,1125,28,28,1125,1125,28,1125,0,0,0,208,156,4,1,98,10,10,10,10,9,10,3,3,0,2.35,55.97195,-3.21741
964,1,1,3,1,2,55,2,1125,2,2,1125,1125,2,1125,30,60,90,120,48,0,0,97,10,10,10,10,10,10,1,0,1,0.76,55.93003,-3.2156
1089,1,1,2,1,1,55,3,1125,3,3,1125,1125,3,1125,29,59,89,179,2,0,0,90,9,10,10,8,9,9,2,0,2,0.03,55.94041,-3.17788
1098,1,1,6,2,3,55,2,365,2,2,1125,1125,2,1125,8,35,65,160,93,28,1,97,10,9,10,10,10,9,1,1,0,3.25,55.96055,-3.19173
1162,1,1,2,1,2,55,2,60,2,3,1125,1125,2.3,1125,29,59,89,364,36,2,0,97,10,10,10,10,10,9,1,0,1,0.93,55.9481,-3.21086
1166,1,1,4,2,2,55,2,365,2,2,1125,1125,2,1125,0,0,0,0,148,8,0,92,9,9,10,10,10,9,1,1,0,2.71,55.96214,-3.17931
1256,1,1,4,1,1,55,2,30,2,2,1125,1125,2,1125,0,0,0,0,37,2,0,86,9,9,9,10,9,9,1,1,0,0.64,55.96128,-3.17258
1266,2,2,6,2,2,55,28,90,28,28,90,90,28,90,21,51,81,348,318,21,1,96,10,10,10,10,10,10,2,2,0,5.43,55.9582,-3.18322
1341,1,1,2,1,1,55,2,1125,1,2,1125,1125,1.9,1125,0,0,0,0,114,12,0,98,10,10,10,10,10,10,1,1,0,2.22,55.94748,-3.1796
1356,30,30,4,1,2,55,3,200,2,7,200,200,3.4,200,30,60,90,275,89,7,0,95,10,9,10,10,10,10,24,24,0,1.61,55.94682,-3.19947
1501,2,2,2,1,1,55,2,40,2,2,1125,1125,2,1125,0,0,0,0,121,18,0,97,10,10,10,10,10,10,1,1,0,2.27,55.96034,-3.1694
1539,2,2,2,1,2,55,2,1125,2,2,1125,1125,2,1125,21,51,77,348,202,19,0,99,10,10,10,10,10,10,1,1,0,3.84,55.9263,-3.18727
1573,3,3,2,1,1,55,1,1125,1,1,1125,1125,1,1125,14,41,60,223,309,46,4,98,10,10,10,9,10,10,2,2,0,5.95,55.96462,-3.18852
1609,3,3,4,1,1,55,2,30,2,2,30,30,2,30,28,58,88,363,42,2,0,99,10,10,10,10,10,9,3,1,2,0.82,55.95849,-3.20592
1615,1,1,1,1,1,55,1,1125,1,1,1125,1125,1,1125,0,0,1,110,23,0,0,98,10,10,10,10,10,10,1,0,1,0.45,55.93567,-3.18374
1629,2,2,2,0,1,55,1,1125,1,1,1125,1125,1,1125,19,46,71,334,528,91,8,95,10,9,10,10,10,10,1,1,0,10.13,55.97875,-3.30022
1722,1,1,2,1,1,55,2,1125,2,2,1125,1125,2,1125,0,0,19,109,48,0,0,100,10,10,10,10,10,10,1,0,1,0.94,55.91237,-3.17561
1733,1,1,2,1,1,55,2,1125,2,2,1125,1125,2,1125,29,59,89,364,23,0,0,90,10,8,10,10,9,9,1,0,1,0.45,55.97981,-3.19723
1810,1,1,2,1,1,55,2,1125,2,2,1125,1125,2,1125,30,60,90,90,3,0,0,95,10,10,10,10,10,10,1,0,1,0.06,55.96507,-3.18012
1819,1,1,2,1,1,55,1,10,1,1,10,10,1,10,0,3,21,21,16,0,0,97,10,9,10,10,10,9,1,0,1,0.31,55.92732,-3.20437
2012,4,4,2,1,1,55,1,1125,1,1,1125,1125,1,1125,29,59,89,179,1,0,0,100,10,8,10,10,10,10,4,0,4,0.03,55.96669,-3.23777
2036,1,1,2,1,1,55,3,1125,2,3,1125,1125,2.7,1125,10,10,10,188,186,11,0,91,10,9,10,10,10,9,1,1,0,4.17,55.94192,-3.21652
2065,2,2,2,1,2,55,1,1125,1,1,1125,1125,1,1125,0,1,20,295,44,2,0,99,10,10,10,10,9,10,2,0,2,1.06,55.92443,-3.25886
2100,1,1,4,1,2,55,2,1125,2,3,1125,1125,2.3,1125,30,60,88,178,97,16,1,96,10,9,10,10,10,9,1,1,0,2.35,55.95222,-3.21795
2164,3,3,4,1,3,55,1,1,1,1,1,1,1,1,18,42,64,65,38,26,3,95,10,10,10,10,10,9,2,2,0,0.94,55.97537,-3.16939
2177,1,1,2,1,1,55,1,1125,1,1,1125,1125,1,1125,30,60,90,365,38,0,0,99,10,10,10,10,10,10,1,0,1,0.88,55.95862,-3.21099
2181,1,1,2,1,1,55,2,1124,2,7,999,999,4.5,999,27,57,87,301,129,13,1,90,9,9,9,9,10,9,1,1,0,3.1,55.94701,-3.19867
2589,3,3,2,1,1,55,1,1125,1,1,1125,1125,1,1125,30,60,90,90,24,0,0,98,10,9,10,10,9,10,1,0,1,0.62,55.9678,-3.17563
2656,2,2,2,1,2,55,2,14,2,4,1125,1125,2.3,1125,30,54,54,137,38,7,0,95,10,10,10,10,10,9,2,1,1,1,55.95585,-3.18976
2668,2,2,4,1,1,55,2,365,2,2,365,365,2,365,30,60,90,180,78,1,0,100,10,10,10,10,10,10,2,1,1,2,55.94439,-3.28
2750,1,1,2,1,1,55,2,14,2,2,14,14,2,14,2,15,31,114,284,44,1,99,10,10,10,10,10,10,1,1,0,7.36,55.96531,-3.17332
2811,2,2,6,2,5,55,2,365,2,2,1125,1125,2,1125,0,0,0,0,110,17,4,95,10,9,9,10,10,9,2,2,0,2.95,55.95096,-3.1773
2852,7,7,2,1,1,55,2,1124,2,10,999,999,4.7,999,0,0,0,0,80,10,1,90,9,9,10,10,10,9,6,6,0,2.2,55.94626,-3.19965
2979,4,4,4,2,3,55,28,365,22,105,365,365,71.3,365,0,0,0,0,6,0,0,93,10,9,10,9,10,10,2,2,0,0.19,55.96092,-3.14699
3081,201,201,2,1,1,55,2,1124,2,7,999,999,4.5,999,24,40,67,277,92,20,2,93,10,10,10,10,10,9,113,105,8,3.17,55.94909,-3.1895
3119,5,5,2,1,1,55,2,1125,2,2,1125,1125,2,1125,0,0,0,0,67,11,0,99,10,10,10,10,10,10,1,1,0,2.1,55.94175,-3.17368
3158,1,1,2,1,1,55,2,10,2,2,10,10,2,10,0,0,2,2,21,3,0,99,10,10,10,10,10,9,1,1,0,0.74,55.95477,-3.11106
3174,1,1,2,1,1,55,1,1125,1,1,1125,1125,1,1125,29,59,89,89,6,0,0,100,10,10,10,10,9,10,1,0,1,0.22,55.97332,-3.17796
3175,1,1,4,2,2,55,2,1124,2,3,1124,1124,2.3,1124,0,0,0,77,21,0,0,94,10,9,8,10,9,9,1,1,0,0.67,55.95534,-3.16345
3295,1,1,2,1,1,55,3,30,3,3,30,30,3,30,28,58,88,178,4,0,0,100,10,10,10,10,9,9,1,0,1,0.14,55.97574,-3.18353
3402,1,1,6,2,3,55,2,365,2,2,1125,1125,2,1125,29,59,89,181,25,9,0,91,10,10,9,9,9,9,1,1,0,0.93,55.93631,-3.23872
3422,1,1,2,1,1,55,2,1125,2,2,1125,1125,2,1125,30,60,90,90,0,0,0,0,0,0,0,0,0,0,1,0,1,0,55.93035,-3.17206
3536,14,14,4,1,1,55,2,30,2,2,30,30,2,30,19,43,65,313,115,36,2,95,10,9,10,10,9,10,8,8,0,4.04,55.91251,-3.11597
3678,1,1,2,1,1,55,3,1125,3,3,1125,1125,3,1125,0,0,0,0,41,4,0,99,10,10,10,10,9,10,1,1,0,1.49,55.90499,-3.22876
3732,201,201,2,1,1,55,2,1124,2,7,999,999,4.5,999,26,51,76,294,64,14,2,90,9,10,9,10,10,9,113,105,8,2.32,55.94856,-3.18458
3735,2,2,1,1,1,55,5,1123,5,5,1123,1123,5,1123,29,59,89,364,0,0,0,0,0,0,0,0,0,0,2,0,2,0,55.93747,-3.24298
3789,2,2,4,1,1,55,2,1125,2,2,1125,1125,2,1125,0,0,0,0,13,0,0,92,10,10,10,10,10,9,1,1,0,0.48,55.95836,-3.1187
3798,1,1,2,1,1,55,1,1125,1,1,1125,1125,1,1125,0,0,0,0,74,8,0,98,10,10,10,10,10,10,1,0,1,2.74,55.94216,-3.18023
3928,2,2,4,2,4,55,1,90,1,1,90,90,1,90,1,23,42,42,60,18,2,99,10,10,10,10,10,10,1,1,0,2.26,55.94627,-3.23697
4017,1,1,6,2,4,55,2,365,2,2,1125,1125,2,1125,30,60,90,180,43,17,2,93,10,10,9,9,10,9,1,1,0,1.71,55.95979,-3.18469
4115,1,1,2,1,1,55,2,1125,2,2,1125,1125,2,1125,9,32,52,142,88,25,1,99,10,10,10,10,10,10,1,1,0,3.74,55.94653,-3.2353
4155,3,3,4,1,3,55,1,30,1,1,1125,1125,1,1125,0,0,0,0,59,22,2,91,9,9,10,9,10,9,1,1,0,2.76,55.94808,-3.21723
4201,13,13,6,2,2,55,2,31,1,2,31,31,2,31,19,43,55,82,69,24,4,97,10,9,10,10,10,10,12,12,0,3.03,55.94535,-3.22009
4221,2,2,4,1,2,55,3,90,3,3,1125,1125,3,1125,0,0,0,0,69,24,2,98,10,10,10,10,10,10,2,2,0,3.33,55.93783,-3.18205
4260,2,2,2,1,1,55,1,1125,1,1,1125,1125,1,1125,28,58,88,178,7,2,0,100,10,10,10,10,10,9,1,0,1,0.41,55.94595,-3.19234
4273,201,201,2,1,1,55,2,1125,2,7,999,999,4.5,999,0,0,0,0,23,8,0,89,9,10,9,9,10,9,113,105,8,1.16,55.95183,-3.20138
4278,201,201,2,1,1,55,2,1125,2,7,999,999,4.5,999,17,45,74,277,41,7,0,86,9,9,9,10,10,9,113,105,8,1.99,55.95121,-3.20111
4279,201,201,2,1,1,55,2,1125,2,7,999,999,4.5,999,14,40,70,282,25,13,1,88,9,10,10,10,10,9,113,105,8,1.26,55.95182,-3.20163
4365,2,2,3,1,2,55,4,90,2,5,1125,1125,4.5,1125,3,6,11,50,6,1,0,93,10,9,10,10,10,9,1,1,0,0.33,55.94732,-3.18531
4371,1,1,4,1,1,55,2,1125,2,2,1125,1125,2,1125,0,0,0,0,91,30,0,98,10,9,10,10,10,10,1,1,0,4.46,55.95058,-3.18993
4597,1,1,3,1,1,55,2,1125,2,2,1125,1125,2,1125,2,25,25,25,45,12,1,90,9,9,9,10,10,9,1,1,0,2.42,55.94498,-3.21405
4655,2,2,4,2,3,55,10,180,10,10,180,1125,10,308.2,0,5,35,125,40,27,0,95,10,10,10,10,10,9,2,2,0,2.59,55.97516,-3.19869
4778,4,4,2,1,2,55,2,45,2,3,1125,1125,2.1,1125,28,55,85,265,14,3,0,96,10,10,10,10,10,9,3,0,3,0.91,55.95474,-3.21885
4783,4,4,2,1,1,55,2,1125,2,2,1125,1125,2,1125,29,59,70,70,8,1,0,100,10,10,10,10,10,10,4,1,3,0.47,55.95627,-3.16578
4822,0,0,2,1,1,55,2,1125,2,2,1125,1125,2,1125,30,40,63,153,6,6,0,100,10,10,10,10,10,9,1,1,0,0.54,55.9377,-3.2224
5126,1,1,2,1,1,55,2,5,2,2,5,5,2,5,0,0,0,0,1,1,0,100,10,10,10,10,10,10,1,0,1,0.1,55.97276,-3.30499
5233,13,13,3,1,2,55,3,31,3,4,31,31,3,31,1,14,44,319,17,16,1,98,10,9,10,10,10,10,7,7,0,1.36,55.97427,-3.17496
5260,1,1,2,1,1,55,1,5,1,1,5,5,1,5,1,1,1,1,5,1,0,100,10,10,10,10,10,10,1,0,1,0.34,55.94007,-3.17708
5299,0,0,2,1,1,55,3,7,3,3,1125,1125,3,1125,0,0,0,0,1,0,0,100,10,10,10,10,10,10,1,1,0,0.07,55.95861,-3.20994
5319,1,1,4,1,2,55,30,90,30,30,90,90,30,90,0,20,50,140,30,23,0,99,10,10,10,10,9,10,1,1,0,2.01,55.97819,-3.21673
5418,0,0,2,1,1,55,1,90,1,3,90,90,1.9,90,0,0,0,264,0,0,0,0,0,0,0,0,0,0,11,10,1,0,55.92293,-3.25004
5419,0,0,2,1,1,55,1,1125,1,3,90,1125,1.9,751.4,14,44,74,349,2,0,0,90,10,10,10,10,9,9,11,10,1,0.14,55.92157,-3.24971
5477,1,1,2,1,1,55,2,1125,2,2,1125,1125,2,1125,1,1,1,2,21,12,0,95,10,10,10,10,10,10,3,3,0,1.49,55.97813,-3.18543
